DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.14207/ejsd.2023.v12n4p319,A Conceptual Framework for Subdomain Specific Pre-Training of Large Language Models for Green Claim Detection,"Wayne Moodaley, A. Telukdarie",European Journal of Sustainable Development,2023,"Detection of false or misleading green claims (referred to as “greenwashing”) within company sustainability disclosures is challenging for a number of reasons, which include the textual and qualitative nature, volume, and complexity of such disclosures. In recent years, notable progress made in the fields of artificial intelligence and specifically, large language models (LLMs), has showcased the capacity of these tools to effectively analyse extensive and intricate textual data, including the contents of sustainability disclosures. Transformer-based LLMs, such as Google’s BERT architecture, were trained on general domain text corpora. Subsequent research has shown that further pre-training of such LLMs on specific domains, such as the climate or sustainability domains, may improve performance. However, previous research often uses text corpora that exhibit significant variation across topics and language and which often consist of heterogeneous subdomains. We therefore propose a conceptual framework for further pre-training of transformer based LLMs using text corpora relating to specific sustainability subdomains i.e. subdomain specific pre-training. We do so as a basis for the improved performance of such models in analysing sustainability disclosures. The main contribution is a conceptual framework to advance the use of LLMs for the reliable identification of green claims and ultimately, greenwashing. 
Keywords: greenwashing, artificial intelligence, sustainability, sustainability reporting, sustainability disclosures.",265320823,11,38,,thesis_draft
10.1007/s40593-024-00414-0,A Large Language Model Approach to Educational Survey Feedback Analysis,"Michael Parker, Caitlin Anderson, Catherine Stone, Youngjae Oh",International journal of artificial intelligence in education,2024,"This paper assesses the potential for the large language models (LLMs) GPT-4 and GPT-3.5 to aid in deriving insight from education feedback surveys. Exploration of LLM use cases in education has focused on teaching and learning, with less exploration of capabilities in education feedback analysis. Survey analysis in education involves goals such as finding gaps in curricula or evaluating teachers, often requiring time-consuming manual processing of textual responses. LLMs have the potential to provide a flexible means of achieving these goals without specialized machine learning models or fine-tuning. We demonstrate a versatile approach to such goals by treating them as sequences of natural language processing (NLP) tasks including classification (multi-label, multi-class, and binary), extraction, thematic analysis, and sentiment analysis, each performed by LLM. We apply these workflows to a real-world dataset of 2500 end-of-course survey comments from biomedical science courses, and evaluate a zero-shot approach (i.e., requiring no examples or labeled training data) across all tasks, reflecting education settings, where labeled data is often scarce. By applying effective prompting practices, we achieve human-level performance on multiple tasks with GPT-4, enabling workflows necessary to achieve typical goals. We also show the potential of inspecting LLMs' chain-of-thought (CoT) reasoning for providing insight that may foster confidence in practice. Moreover, this study features development of a versatile set of classification categories, suitable for various course types (online, hybrid, or in-person) and amenable to customization. Our results suggest that LLMs can be used to derive a range of insights from survey text.",265364193,74,107,,thesis_draft
10.1073/pnas.2322083121,Cross-prediction-powered inference,"Tijana Zrnic, E. Candès",Proceedings of the National Academy of Sciences of the United States of America,2023,"Significance Machine learning is increasingly used as an efficient substitute for traditional data collection when the latter is challenging. For example, predictions of conditions such as poverty, deforestation, and population density based on satellite imagery are used to supplement accurate survey data, which requires significant time and resources to collect. However, predictions are imperfect and potentially biased, calling into question the validity of conclusions drawn from such data. This manuscript introduces a method for valid inference powered by machine learning. The method enables researchers to draw more reliable and accurate conclusions from machine learning predictions.",265377450,87,83,,thesis_draft
10.1007/s10997-023-09686-5,"Research in the greenwashing field: concepts, theories, and potential impacts on economic and social value","Francesca Bernini, Fabio La Rosa",Journal of Management and Governance,2023,"This paper aims to define a theoretical background for investigating greenwashing from a business economic perspective. We consider possible research questions in the relevant field of study, which is business economics studies. The first research step proposes a path that will orient scholars to the multifaceted perspectives of greenwashing. The second step analyzes the main theories that can support researchers and might motivate the possible greenwashing strategies. The third step highlights the potential link between greenwashing, reputational and relational capital, and a broad concept of value that includes the social dimension. Finally, we propose a conceptual framework that highlights some emerging research issues and anticipates the effects of greenwashing. Considering that self-regulation is not effective in reducing the gap between substantive and symbolic behaviors, the main practical implication of this study lies in addressing the need for stronger regulation and effective legal enforcement, not only to improve mandatory environmental disclosure but also to develop an audit process of such disclosure. Our analysis offers a number of suggestions for future research. Considering the centrality of disclosure in the theoretical framework we defined for greenwashing, future research could adopt the legitimacy theory perspective to focus on the role of mandatory environmental, social, and corporate governance (ESG) disclosure as well. Further, our conceptual framework highlights a possible research issue that investigates how a social value destruction resulting from inconsistent environmental strategies, may impact shareholders’ economic value.",265590011,76,141,,thesis_draft
10.18653/v1/2023.emnlp-main.92,CoAnnotating: Uncertainty-Guided Work Allocation between Human and Large Language Models for Data Annotation,"Minzhi Li, Taiwei Shi, Caleb Ziems, Min-Yen Kan, Nancy F. Chen, Zhengyuan Liu, Diyi Yang",Conference on Empirical Methods in Natural Language Processing,2023,"Annotated data plays a critical role in Natural Language Processing (NLP) in training models and evaluating their performance. Given recent developments in Large Language Models (LLMs), models such as ChatGPT demonstrate zero-shot capability on many text-annotation tasks, comparable with or even exceeding human annotators. Such LLMs can serve as alternatives for manual annotation, due to lower costs and higher scalability. However, limited work has leveraged LLMs as complementary annotators, nor explored how annotation work is best allocated among humans and LLMs to achieve both quality and cost objectives. We propose CoAnnotating, a novel paradigm for Human-LLM co-annotation of unstructured texts at scale. Under this framework, we utilize uncertainty to estimate LLMs' annotation capability. Our empirical study shows CoAnnotating to be an effective means to allocate work from results on different datasets, with up to 21% performance improvement over random baseline. For code implementation, see https://github.com/SALT-NLP/CoAnnotating.",265638052,169,63,,thesis_draft
10.48550/arxiv.2310.18025,Large language models for aspect-based sentiment analysis,"Paul F. Simmering, Paavo Huoviala",arXiv.org,2023,"Large language models (LLMs) offer unprecedented text completion capabilities. As general models, they can fulfill a wide range of roles, including those of more specialized models. We assess the performance of GPT-4 and GPT-3.5 in zero shot, few shot and fine-tuned settings on the aspect-based sentiment analysis (ABSA) task. Fine-tuned GPT-3.5 achieves a state-of-the-art F1 score of 83.8 on the joint aspect term extraction and polarity classification task of the SemEval-2014 Task 4, improving upon InstructABSA [@scaria_instructabsa_2023] by 5.7%. However, this comes at the price of 1000 times more model parameters and thus increased inference cost. We discuss the the cost-performance trade-offs of different models, and analyze the typical errors that they make. Our results also indicate that detailed prompts improve performance in zero-shot and few-shot settings but are not necessary for fine-tuned models. This evidence is relevant for practioners that are faced with the choice of prompt engineering versus fine-tuning when using LLMs for ABSA.",265863526,38,0,,thesis_draft
10.48550/arxiv.2311.01469,Leveraging Language Models to Detect Greenwashing,"Avalon Vinella, Margaret Capetz, Rebecca Pattichis, Christina Chance, Reshmi Ghosh",arXiv.org,2023,"In recent years, climate change repercussions have increasingly captured public interest. Consequently, corporations are emphasizing their environmental efforts in sustainability reports to bolster their public image. Yet, the absence of stringent regulations in review of such reports allows potential greenwashing. In this study, we introduce a novel preliminary methodology to train a language model on generated labels for greenwashing risk. Our primary contributions encompass: developing a preliminary mathematical formulation to quantify greenwashing risk, a fine-tuned ClimateBERT model for this problem, and a comparative analysis of results. On a test set comprising of sustainability reports, our best model achieved an average accuracy score of 86.34% and F1 score of 0.67, demonstrating that our proof-of-concept methodology shows a promising direction of exploration for this task.",266169248,2,13,,thesis_draft
10.48550/arxiv.2311.10777,"A Systematic Review of Aspect-based Sentiment Analysis (ABSA): Domains, Methods, and Trends","Yan Hua, Paul Denny, Katerina Taskova, Joerg Wicker",arXiv.org,2023,",",266495022,10,126,,thesis_draft
10.26668/businessreview/2023.v8i12.4014,A Sustainability Reporting Issue: A Comparative Review Between Indonesia and Nordic Country,"Raldi Hendrotoro, Seputro Koestoer",International Journal of Professional Business Review,2023,"Purpose: The aim of this study is to make a comparative review on sustainability reporting between Indonesia and Nordic Country
 
Theoretical framework:  The article captures various research which includes quantitative and qualitative analyses and case studies available in Scopus illustrated for a better understanding of how sustainability reporting in Indonesia differs from Sustainability in Nordic countries.
 
Design/methodology/approach: This paper wants to find out comparison of sustainability reports between Indonesia and Nordic.  The methodology used in this research is the Systematic Literature Review (SLR) method. The SLR process systematically and critically reviews existing research studies.The steps this research undertakes are i) identifying and discovering keywords, ii) literature search, and iii) analysis and synthesis process. Identifying keywords is the initial step related to the proposed topic: sustainability reports. Regarding the environmental aspect, economy and governance; several other keywords are applied to the selected review locations, Nordic country and Indonesia. The choice of this search engine was intended to obtain scholarly literature with a reputable Scopus indexing.. So, this article shows different kinds of research, such as quantitative and qualitative analyses and case studies that can be found in databases like Scopus. This helps readers understand the topic better.
 
Findings: The results of comparative study the sustainability report of company listed in Indonesia stock exchange left behind to elevated in the quantity and quality. In looking sustainability reporting (SR) conditions in Indonesia and SR in the European Union (EU) or Nordic countries (mandatory regime) , despite Indonesia(Voluntary regime) having issued regulation POJK 51/2017, there is still a need for further development and detailed guidelines regarding standards for producing sustainability reports to achieve the primary goal of managing sustainability risks related to a company's economic, social, and environmental aspects to safeguard human life in the future
 
Research implications: The study have implication that sustainability reports produced by public company should backed up by proper regulation.
 
Social implications: The study have social implication that sustainability reports accountability represents the participation on company in social and environment aspects in the society.
 
Originality/value: The comparative review discusses theories, methodologies, context, findings, and future scope of research.",266657178,1,2,,thesis_draft
10.1073/pnas.2322083121,Cross-prediction-powered inference,"Tijana Zrnic, Emmanuel J. Candès",Proceedings of the National Academy of Sciences of the United States of America,2024,"While reliable data-driven decision-making hinges on high-quality labeled data, the acquisition of quality labels often involves laborious human annotations or slow and expensive scientific measurements. Machine learning is becoming an appealing alternative as sophisticated predictive techniques are being used to quickly and cheaply produce large amounts of predicted labels; e.g., predicted protein structures are used to supplement experimentally derived structures, predictions of socioeconomic indicators from satellite imagery are used to supplement accurate survey data, and so on. Since predictions are imperfect and potentially biased, this practice brings into question the validity of downstream inferences. We introduce cross-prediction: a method for valid inference powered by machine learning. With a small labeled dataset and a large unlabeled dataset, cross-prediction imputes the missing labels via machine learning and applies a form of debiasing to remedy the prediction inaccuracies. The resulting inferences achieve the desired error probability and are more powerful than those that only leverage the labeled data. Closely related is the recent proposal of prediction-powered inference [A. N. Angelopoulos, S. Bates, C. Fannjiang, M. I. Jordan, T. Zrnic, Science 382 , 669–674 (2023)], which assumes that a good pretrained model is already available. We show that cross-prediction is consistently more powerful than an adaptation of prediction-powered inference in which a fraction of the labeled data is split off and used to train the model. Finally, we observe that cross-prediction gives more stable conclusions than its competitors; its CIs typically have significantly lower variability.",266841600,91,84,,thesis_draft
10.2139/ssrn.4622514,"Bridging the Gap in ESG Measurement: Using NLP to Quantify Environmental, Social, and Governance Communication","Tobias Schimanski, Andrin Reding, Nico Reding, J. Bingler, Mathias Kraus, Markus Leippold",Social Science Research Network,2024,"Environmental, social, and governance (ESG) criteria take a central role in fostering sustainable development in economies. However, a remarkable gap exists in the precise and transparent measurement of ESG. To address this problem, we propose and validate a new set of NLP models to assess textual disclosures toward all three subdomains of ESG in three steps. First, we use our corpus of over 13.8 million text samples from corporate reports and news to pre-train new specific E, S, and G models. Second, we create three 2k datasets to create classifiers that detect E, S, and G texts in corporate disclosures. Third, we validate our model by showcasing that the communication patterns detected by the models can effectively explain variations in ESG ratings. Thus, this paper introduces a novel and robust method to bridge the significant gap in assessing corporate disclosures towards sustainability.",266868372,69,31,,thesis_draft
10.48550/arxiv.2312.03014,Foundation Models for Weather and Climate Data Understanding: A Comprehensive Survey,"Shengchao Chen, Guodong Long, Jing Jiang, Dikai Liu, Chengqi Zhang",arXiv.org,2023,"As artificial intelligence (AI) continues to rapidly evolve, the realm of Earth and atmospheric sciences is increasingly adopting data-driven models, powered by progressive developments in deep learning (DL). Specifically, DL techniques are extensively utilized to decode the chaotic and nonlinear aspects of Earth systems, and to address climate challenges via understanding weather and climate data. Cutting-edge performance on specific tasks within narrower spatio-temporal scales has been achieved recently through DL. The rise of large models, specifically large language models (LLMs), has enabled fine-tuning processes that yield remarkable outcomes across various downstream tasks, thereby propelling the advancement of general AI. However, we are still navigating the initial stages of crafting general AI for weather and climate. In this survey, we offer an exhaustive, timely overview of state-of-the-art AI methodologies specifically engineered for weather and climate data, with a special focus on time series and text data. Our primary coverage encompasses four critical aspects: types of weather and climate data, principal model architectures, model scopes and applications, and datasets for weather and climate. Furthermore, in relation to the creation and application of foundation models for weather and climate data understanding, we delve into the field's prevailing challenges, offer crucial insights, and propose detailed avenues for future research. This comprehensive approach equips practitioners with the requisite knowledge to make substantial progress in this domain. Our survey encapsulates the most recent breakthroughs in research on large, data-driven models for weather and climate data understanding, emphasizing robust foundations, current advancements, practical applications, crucial resources, and prospective research opportunities.",267127706,67,472,,thesis_draft
10.48550/arxiv.2311.01469,Leveraging Language Models to Detect Greenwashing,"Avalon Vinella, Margaret Capetz, Rebecca Pattichis, Christina Chance, Reshmi Ghosh",arXiv.org,2023,"In recent years, climate change repercussions have increasingly captured public interest. Consequently, corporations are emphasizing their environmental efforts in sustainability reports to bolster their public image. Yet, the absence of stringent regulations in review of such reports allows potential greenwashing. In this study, we introduce a novel preliminary methodology to train a language model on generated labels for greenwashing risk. Our primary contributions encompass: developing a preliminary mathematical formulation to quantify greenwashing risk, a fine-tuned ClimateBERT model for this problem, and a comparative analysis of results. On a test set comprising of sustainability reports, our best model achieved an average accuracy score of 86.34% and F1 score of 0.67, demonstrating that our proof-of-concept methodology shows a promising direction of exploration for this task.",267155424,2,13,,thesis_draft
10.48550/arxiv.2312.03014,Foundation Models for Weather and Climate Data Understanding: A Comprehensive Survey,"Shengchao Chen, Guodong Long, Jing Jiang, Dikai Liu, Chengqi Zhang",arXiv.org,2023,"As artificial intelligence (AI) continues to rapidly evolve, the realm of Earth and atmospheric sciences is increasingly adopting data-driven models, powered by progressive developments in deep learning (DL). Specifically, DL techniques are extensively utilized to decode the chaotic and nonlinear aspects of Earth systems, and to address climate challenges via understanding weather and climate data. Cutting-edge performance on specific tasks within narrower spatio-temporal scales has been achieved recently through DL. The rise of large models, specifically large language models (LLMs), has enabled fine-tuning processes that yield remarkable outcomes across various downstream tasks, thereby propelling the advancement of general AI. However, we are still navigating the initial stages of crafting general AI for weather and climate. In this survey, we offer an exhaustive, timely overview of state-of-the-art AI methodologies specifically engineered for weather and climate data, with a special focus on time series and text data. Our primary coverage encompasses four critical aspects: types of weather and climate data, principal model architectures, model scopes and applications, and datasets for weather and climate. Furthermore, in relation to the creation and application of foundation models for weather and climate data understanding, we delve into the field's prevailing challenges, offer crucial insights, and propose detailed avenues for future research. This comprehensive approach equips practitioners with the requisite knowledge to make substantial progress in this domain. Our survey encapsulates the most recent breakthroughs in research on large, data-driven models for weather and climate data understanding, emphasizing robust foundations, current advancements, practical applications, crucial resources, and prospective research opportunities.",267189058,67,460,,thesis_draft
10.2139/ssrn.4665715,Exploring Nature: Datasets and Models for Analyzing Nature-Related Disclosures,"Tobias Schimanski, Chiara Colesanti Senni, Glen Gostlow, Jingwei Ni, Tingyu Yu, Markus Leippold",Social Science Research Network,2024,"Nature is an amorphous concept. Yet, it is essential for the planet's well-being to understand how the economy interacts with it. To address the growing demand for information on corporate nature disclosure, we provide datasets and classifiers to detect nature communication by companies. We ground our approach in the guidelines of the Taskforce on Nature-related Financial Disclosures (TNFD). Particularly, we focus on the specific dimensions of water, forest, and biodiversity. For each dimension, we create an expert-annotated dataset with 2,200 text samples and train classifier models. Furthermore, we show that nature communication is more prevalent in hotspot areas and directly effected industries like agriculture and utilities. Our approach is the first to respond to calls to assess corporate nature communication on a large scale.",268202794,6,12,,thesis_draft
10.48550/arxiv.2312.17264,ESGReveal: An LLM-based approach for extracting structured data from ESG reports,"Yi Zou, Mengying Shi, Zhongjie Chen, Zhu Deng, Zongxiong Lei, Zihan Zeng, Shiming Yang, Hongxiang Tong, Lei Xiao, Wenwen Zhou",arXiv.org,2023,"ESGReveal is an innovative method proposed for efficiently extracting and analyzing Environmental, Social, and Governance (ESG) data from corporate reports, catering to the critical need for reliable ESG information retrieval. This approach utilizes Large Language Models (LLM) enhanced with Retrieval Augmented Generation (RAG) techniques. The ESGReveal system includes an ESG metadata module for targeted queries, a preprocessing module for assembling databases, and an LLM agent for data extraction. Its efficacy was appraised using ESG reports from 166 companies across various sectors listed on the Hong Kong Stock Exchange in 2022, ensuring comprehensive industry and market capitalization representation. Utilizing ESGReveal unearthed significant insights into ESG reporting with GPT-4, demonstrating an accuracy of 76.9% in data extraction and 83.7% in disclosure analysis, which is an improvement over baseline models. This highlights the framework's capacity to refine ESG data analysis precision. Moreover, it revealed a demand for reinforced ESG disclosures, with environmental and social data disclosures standing at 69.5% and 57.2%, respectively, suggesting a pursuit for more corporate transparency. While current iterations of ESGReveal do not process pictorial information, a functionality intended for future enhancement, the study calls for continued research to further develop and compare the analytical capabilities of various LLMs. In summary, ESGReveal is a stride forward in ESG data processing, offering stakeholders a sophisticated tool to better evaluate and advance corporate sustainability efforts. Its evolution is promising in promoting transparency in corporate reporting and aligning with broader sustainable development aims.",268205148,60,42,,thesis_draft
10.1007/s10462-023-10633-x,"Exploring aspect-based sentiment quadruple extraction with implicit aspects, opinions, and ChatGPT: a comprehensive survey","Hao Zhang, Yu-N Cheah, Osamah Mohammed Alyasiri, Jieyu An",Artificial Intelligence Review,2024,"Abstract In contrast to earlier ABSA studies primarily concentrating on individual sentiment components, recent research has ventured into more complex ABSA tasks encompassing multiple elements, including pair, triplet, and quadruple sentiment analysis. Quadruple sentiment analysis, also called aspect-category-opinion-sentiment quadruple Extraction (ACOSQE), aims to dissect aspect terms, aspect categories, opinion terms, and sentiment polarities while considering implicit sentiment within sentences. Nonetheless, a comprehensive overview of ACOSQE and its corresponding solutions is currently lacking. This is the precise gap that our survey seeks to address. To be more precise, we systematically reclassify all subtasks of ABSA, reorganizing existing research from the perspective of the involved sentiment elements, with a primary focus on the latest advancements in the ACOSQE task. Regarding solutions, our survey offers a comprehensive summary of the state-of-the-art utilization of language models within the ACOSQE task. Additionally, we explore the application of ChatGPT in sentiment analysis. Finally, we review emerging trends and discuss the challenges, providing insights into potential future directions for ACOSQE within the broader context of ABSA.",268541511,43,98,,"sna, summarization, thesis_draft"
10.3389/frai.2023.1168749,Opportunities for synthetic data in nature and climate finance,Nataliya Tkachenko,Frontiers in Artificial Intelligence,2024,"This paper delves into the intricacies of synthetic data, emphasizing its growing significance in the realm of finance and more notably, sustainable finance. Synthetic data, artificially generated to simulate real-world data, is being recognized for its potential to address risk management, regulatory compliance, and the innovation of financial products. Especially in sustainable finance, synthetic data offers insights into modeling environmental uncertainties, assessing volatile social and governance scenarios, enhancing data availability, and protecting data confidentiality. This critical review attempts first ever classification of synthetic data production methods, when applied to sustainable finance data gaps, elucidates the methodologies behind its creation, and examines its assurance and controls. Further, it identifies the unique data needs of green finance going forward and breaks down potential risks tied to synthetic data utilization, including challenges from generative AI, input quality, and critical ethical considerations like bias and discrimination.",268691801,12,74,,thesis_draft
10.18653/v1/2023.ijcnlp-main.41,A Review of Datasets for Aspect-based Sentiment Analysis,"Siva Uday Sampreeth Chebolu, Franck Dernoncourt, Nedim Lipka, T. Solorio",International Joint Conference on Natural Language Processing,2022,"Aspect-based sentiment analysis (ABSA) is a natural language processing problem that requires analyzing user-generated reviews to determine: a) The target entity being reviewed, b) The high-level aspect to which it belongs, and c) The sentiment expressed toward the targets and the aspects. Numerous yet scattered corpora for ABSA make it difficult for researchers to identify corpora best suited for a specific ABSA subtask quickly. This study aims to present a database of corpora that can be used to train and assess autonomous ABSA systems. Additionally, we provide an overview of the major corpora for ABSA and its subtasks and highlight several features that researchers should consider when selecting a corpus. Finally, we discuss the advantages and disadvantages of current collection approaches and make recommendations for future corpora creation. This survey examines 65 publicly available ABSA datasets covering over 25 domains, including 45 English and 20 other languages datasets.",269265926,22,89,,"summarization, thesis_draft"
10.48550/arxiv.2402.13446,Large Language Models for Data Annotation: A Survey,"Zhen Tan, Dawei Li, Alimohammad Beigi, Song Wang, Ruocheng Guo, Amrita Bhattacharjee, Bohan Jiang, Mansooreh Karami, Jundong Li, Lu Cheng, Huan Liu",arXiv.org,2024,"Data annotation is the labeling or tagging of raw data with relevant information, essential for improving the efficacy of machine learning models. The process, however, is labor-intensive and expensive. The emergence of advanced Large Language Models (LLMs), exemplified by GPT-4, presents an unprecedented opportunity to revolutionize and automate the intricate process of data annotation. While existing surveys have extensively covered LLM architecture, training, and general applications, this paper uniquely focuses on their specific utility for data annotation. This survey contributes to three core aspects: LLM-Based Data Annotation, Assessing LLM-generated Anno-tations, and Learning with LLM-generated annotations. Furthermore, the paper includes an in-depth taxonomy of methodologies employing LLMs for data annotation, a comprehensive review of learning strategies for models incorporating LLM-generated annotations, and a detailed discussion on primary challenges and limitations associated with using LLMs for data annotation. As a key guide, this survey aims to direct researchers and practitioners in exploring the potential of the latest LLMs for data annotation, fostering future advancements in this critical domain. We provide a comprehensive papers list at https://github.com/ Zhen-Tan-dmml",269823170,226,283,,thesis_draft
10.48550/arxiv.2402.16650,"ESG Sentiment Analysis: comparing human and language model performance
  including GPT",Karim Derrick,arXiv (Cornell University),2024,"In this paper we explore the challenges of measuring sentiment in relation to Environmental, Social and Governance (ESG) social media. ESG has grown in importance in recent years with a surge in interest from the financial sector and the performance of many businesses has become based in part on their ESG related reputations. The use of sentiment analysis to measure ESG related reputation has developed and with it interest in the use of machines to do so. The era of digital media has created an explosion of new media sources, driven by the growth of social media platforms. This growing data environment has become an excellent source for behavioural insight studies across many disciplines that includes politics, healthcare and market research. Our study seeks to compare human performance with the cutting edge in machine performance in the measurement of ESG related sentiment. To this end researchers classify the sentiment of 150 tweets and a reliability measure is made. A gold standard data set is then established based on the consensus of 3 researchers and this data set is then used to measure the performance of different machine approaches: one based on the VADER dictionary approach to sentiment classification and then multiple language model approaches, including Llama2, T5, Mistral, Mixtral, FINBERT, GPT3.5 and GPT4.",269990318,1,0,,thesis_draft
10.48550/arxiv.2402.16650,ESG Sentiment Analysis: comparing human and language model performance including GPT,Karim Derrick,arXiv.org,2024,"In this paper we explore the challenges of measuring sentiment in relation to Environmental, Social and Governance (ESG) social media. ESG has grown in importance in recent years with a surge in interest from the financial sector and the performance of many businesses has become based in part on their ESG related reputations. The use of sentiment analysis to measure ESG related reputation has developed and with it interest in the use of machines to do so. The era of digital media has created an explosion of new media sources, driven by the growth of social media platforms. This growing data environment has become an excellent source for behavioural insight studies across many disciplines that includes politics, healthcare and market research. Our study seeks to compare human performance with the cutting edge in machine performance in the measurement of ESG related sentiment. To this end researchers classify the sentiment of 150 tweets and a reliability measure is made. A gold standard data set is then established based on the consensus of 3 researchers and this data set is then used to measure the performance of different machine approaches: one based on the VADER dictionary approach to sentiment classification and then multiple language model approaches, including Llama2, T5, Mistral, Mixtral, FINBERT, GPT3.5 and GPT4.",270271309,1,0,,thesis_draft
10.48550/arxiv.2403.15040,ESG Classification by Implicit Rule Learning via GPT-4,"Hyo Jeong Yun, Chanyoung Kim, Moonjeong Hahm, Kyuri Kim, Guijin Son",FINNLP,2024,"In this work, we adopt multiple prompting, chain-of-thought reasoning, and in-context learning strategies to guide GPT-4 in solving ESG classification tasks. We rank second in the Korean subset for Shared Task ML-ESG-3 in Impact Type prediction. Furthermore, we adopt open models to explain their calibration and robustness to different prompting strategies. The longer general pre-training correlates with enhanced performance in financial downstream tasks.",270874765,2,21,,thesis_draft
10.48550/arxiv.2403.18152,Large Language Models as Financial Data Annotators: A Study on Effectiveness and Efficiency,"Toyin Aguda, Suchetha Siddagangappa, Elena Kochkina, Simerjot Kaur, Dongsheng Wang, Charese H. Smiley, Sameena Shah",arXiv.org,2024,"Collecting labeled datasets in finance is challenging due to scarcity of domain experts and higher cost of employing them. While Large Language Models (LLMs) have demonstrated remarkable performance in data annotation tasks on general domain datasets, their effectiveness on domain specific datasets remains under-explored. To address this gap, we investigate the potential of LLMs as efficient data annotators for extracting relations in financial documents. We compare the annotations produced by three LLMs (GPT-4, PaLM 2, and MPT Instruct) against expert annotators and crowdworkers. We demonstrate that the current state-of-the-art LLMs can be sufficient alternatives to non-expert crowdworkers. We analyze models using various prompts and parameter settings and find that customizing the prompts for each relation group by providing specific examples belonging to those groups is paramount. Furthermore, we introduce a reliability index (LLM-RelIndex) used to identify outputs that may require expert attention. Finally, we perform an extensive time, cost and error analysis and provide recommendations for the collection and usage of automated annotations in domain-specific settings.",270911614,36,34,,thesis_draft
10.48550/arxiv.2403.18152,Large Language Models as Financial Data Annotators: A Study on Effectiveness and Efficiency,"Toyin Aguda, Suchetha Siddagangappa, Elena Kochkina, Simerjot Kaur, Dongsheng Wang, Charese H. Smiley, Sameena Shah",International Conference on Language Resources and Evaluation,2024,"Collecting labeled datasets in finance is challenging due to scarcity of domain experts and higher cost of employing them. While Large Language Models (LLMs) have demonstrated remarkable performance in data annotation tasks on general domain datasets, their effectiveness on domain specific datasets remains under-explored. To address this gap, we investigate the potential of LLMs as efficient data annotators for extracting relations in financial documents. We compare the annotations produced by three LLMs (GPT-4, PaLM 2, and MPT Instruct) against expert annotators and crowdworkers. We demonstrate that the current state-of-the-art LLMs can be sufficient alternatives to non-expert crowdworkers. We analyze models using various prompts and parameter settings and find that customizing the prompts for each relation group by providing specific examples belonging to those groups is paramount. Furthermore, we introduce a reliability index (LLM-RelIndex) used to identify outputs that may require expert attention. Finally, we perform an extensive time, cost and error analysis and provide recommendations for the collection and usage of automated annotations in domain-specific settings.",271329484,36,34,,thesis_draft
10.1109/access.2024.3386969,Comparative Analysis of Deep Natural Networks and Large Language Models for Aspect-Based Sentiment Analysis,"Nimra Mughal, Ghulam Mujtaba, Sarang Shaikh, Aveenash Kumar, Sher Muhammad Daudpota",IEEE Access,2024,"Sentiment analysis is essential for comprehending public opinion, particularly when considering e-commerce and the expansion of online businesses. Early approaches treated sentiment analysis as a document or sentence-level classification problem, lacking the ability to capture nuanced opinions about specific aspects. This limitation was addressed by the development of aspect-based sentiment analysis (ABSA), which links sentiment to specific aspects that are mentioned explicitly or implicitly in the review. ABSA is relatively a recent field of sentiment analysis and the existing models for ABSA face three main challenges, including domain-specificity, reliance on labeled data, and a lack of exploration into the potential of newer large language models (LLMs) such as GPT, PaLM, and T5. Leveraging a diverse set of datasets, including DOTSA, MAMS, and SemEval16, we evaluate the performance of prominent models such as ATAE-LSTM, flan-t5-large-absa, DeBERTa, PaLM, and GPT-3.5-Turbo. Our findings reveal nuanced strengths and weaknesses of these models across different domains, with DeBERTa emerging as consistently high-performing and PaLM demonstrating remarkable competitiveness for aspect term sentiment analysis (ATSA) tasks. In addition, the PaLM demonstrates competitive performance for all the domains that were used in the experiments including the restaurant, hotel, books, clothing, and laptop reviews. Notably, the analysis underscores the models’ domain sensitivity, shedding light on their varying efficacy for both ATSA and ACSA tasks. These insights contribute to a deeper understanding of model applicability and highlight potential areas for improvement in ABSA research and development.",271486251,55,92,,"summarization, thesis_draft"
10.48550/arxiv.2404.11539,Evaluating Span Extraction in Generative Paradigm: A Reflection on Aspect-Based Sentiment Analysis,"Soyoung Yang, Won Ik Cho",arXiv.org,2024,"In the era of rapid evolution of generative language models within the realm of natural language processing, there is an imperative call to revisit and reformulate evaluation methodologies, especially in the domain of aspect-based sentiment analysis (ABSA). This paper addresses the emerging challenges introduced by the generative paradigm, which has moderately blurred traditional boundaries between understanding and generation tasks. Building upon prevailing practices in the field, we analyze the advantages and shortcomings associated with the prevalent ABSA evaluation paradigms. Through an in-depth examination, supplemented by illustrative examples, we highlight the intricacies involved in aligning generative outputs with other evaluative metrics, specifically those derived from other tasks, including question answering. While we steer clear of advocating for a singular and definitive metric, our contribution lies in paving the path for a comprehensive guideline tailored for ABSA evaluations in this generative paradigm. In this position paper, we aim to provide practitioners with profound reflections, offering insights and directions that can aid in navigating this evolving landscape, ensuring evaluations that are both accurate and reflective of generative capabilities.",271530176,0,51,,thesis_draft
