:START_ID,:END_ID,:TYPE
record:r012_008,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r012_008,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r012_008,aspect:governance,HAS_ASPECT
record:r012_008,esgpillar:g,HAS_PILLAR
record:r012_008,tone:action,HAS_TONE
record:r012_008,sentiment:neutral,HAS_SENTIMENT
record:r012_008,climatelabel:governance,HAS_CLIMATE_LABEL
record:r012_008,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r012_009,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r012_009,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r012_009,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r012_009,aspect:governance,HAS_ASPECT
record:r012_009,esgpillar:g,HAS_PILLAR
record:r012_009,tone:outcome,HAS_TONE
record:r012_009,sentiment:neutral,HAS_SENTIMENT
record:r012_009,climatelabel:governance,HAS_CLIMATE_LABEL
record:r012_009,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r012_010,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r012_010,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r012_010,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r012_010,aspect:governance,HAS_ASPECT
record:r012_010,esgpillar:g,HAS_PILLAR
record:r012_010,tone:outcome,HAS_TONE
record:r012_010,sentiment:positive,HAS_SENTIMENT
record:r012_010,climatelabel:governance,HAS_CLIMATE_LABEL
record:r012_010,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r014_000,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_000,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_000,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_000,aspect:climate_commitment,HAS_ASPECT
record:r014_000,esgpillar:e,HAS_PILLAR
record:r014_000,tone:commitment,HAS_TONE
record:r014_000,sentiment:neutral,HAS_SENTIMENT
record:r014_000,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r014_000,climatelabel:netzero_reduction,HAS_CLIMATE_LABEL
record:r014_000,climatelabel:climate_f,HAS_CLIMATE_LABEL
record:r014_001,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_001,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_001,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_001,aspect:climate_action,HAS_ASPECT
record:r014_001,esgpillar:e,HAS_PILLAR
record:r014_001,tone:action,HAS_TONE
record:r014_001,sentiment:positive,HAS_SENTIMENT
record:r014_001,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_001,climatelabel:metrics,HAS_CLIMATE_LABEL
record:r014_001,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_002,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_002,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_002,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_002,aspect:climate_action,HAS_ASPECT
record:r014_002,esgpillar:e,HAS_PILLAR
record:r014_002,tone:commitment,HAS_TONE
record:r014_002,sentiment:neutral,HAS_SENTIMENT
record:r014_002,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_002,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r014_003,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_003,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_003,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_003,aspect:climate_action,HAS_ASPECT
record:r014_003,esgpillar:missing,HAS_PILLAR
record:r014_003,tone:missing,HAS_TONE
record:r014_003,sentiment:missing,HAS_SENTIMENT
record:r014_004,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_004,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_004,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_004,aspect:climate_action,HAS_ASPECT
record:r014_004,esgpillar:e,HAS_PILLAR
record:r014_004,tone:commitment,HAS_TONE
record:r014_004,sentiment:neutral,HAS_SENTIMENT
record:r014_004,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_004,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r014_005,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_005,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_005,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_005,aspect:climate_action,HAS_ASPECT
record:r014_005,esgpillar:e,HAS_PILLAR
record:r014_005,tone:outcome,HAS_TONE
record:r014_005,sentiment:positive,HAS_SENTIMENT
record:r014_005,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_005,climatelabel:metrics,HAS_CLIMATE_LABEL
record:r014_005,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_006,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_006,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_006,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_006,aspect:governance,HAS_ASPECT
record:r014_006,esgpillar:g,HAS_PILLAR
record:r014_006,tone:outcome,HAS_TONE
record:r014_006,sentiment:positive,HAS_SENTIMENT
record:r014_006,climatelabel:governance,HAS_CLIMATE_LABEL
record:r014_006,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_007,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_007,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_007,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_007,aspect:governance,HAS_ASPECT
record:r014_007,esgpillar:g,HAS_PILLAR
record:r014_007,tone:outcome,HAS_TONE
record:r014_007,sentiment:positive,HAS_SENTIMENT
record:r014_007,climatelabel:governance,HAS_CLIMATE_LABEL
record:r014_007,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_008,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_008,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_008,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_008,aspect:climate_commitment,HAS_ASPECT
record:r014_008,esgpillar:e,HAS_PILLAR
record:r014_008,tone:commitment,HAS_TONE
record:r014_008,sentiment:neutral,HAS_SENTIMENT
record:r014_008,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r014_008,climatelabel:netzero_reduction,HAS_CLIMATE_LABEL
record:r014_008,climatelabel:climate_f,HAS_CLIMATE_LABEL
record:r014_009,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_009,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_009,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_009,aspect:climate_action,HAS_ASPECT
record:r014_009,esgpillar:e,HAS_PILLAR
record:r014_009,tone:action,HAS_TONE
record:r014_009,sentiment:positive,HAS_SENTIMENT
record:r014_009,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_009,climatelabel:metrics,HAS_CLIMATE_LABEL
record:r014_009,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_010,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_010,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_010,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_010,aspect:climate_action,HAS_ASPECT
record:r014_010,esgpillar:e,HAS_PILLAR
record:r014_010,tone:commitment,HAS_TONE
record:r014_010,sentiment:neutral,HAS_SENTIMENT
record:r014_010,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_010,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r014_011,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_011,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_011,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_011,aspect:climate_action,HAS_ASPECT
record:r014_011,esgpillar:e,HAS_PILLAR
record:r014_011,tone:outcome,HAS_TONE
record:r014_011,sentiment:positive,HAS_SENTIMENT
record:r014_011,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_011,climatelabel:metrics,HAS_CLIMATE_LABEL
record:r014_011,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_012,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_012,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_012,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_012,aspect:climate_action,HAS_ASPECT
record:r014_012,esgpillar:e,HAS_PILLAR
record:r014_012,tone:commitment,HAS_TONE
record:r014_012,sentiment:neutral,HAS_SENTIMENT
record:r014_012,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_012,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r014_013,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_013,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_013,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_013,aspect:climate_action,HAS_ASPECT
record:r014_013,esgpillar:e,HAS_PILLAR
record:r014_013,tone:outcome,HAS_TONE
record:r014_013,sentiment:positive,HAS_SENTIMENT
record:r014_013,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_013,climatelabel:metrics,HAS_CLIMATE_LABEL
record:r014_013,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_014,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_014,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_014,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_014,aspect:governance,HAS_ASPECT
record:r014_014,esgpillar:g,HAS_PILLAR
record:r014_014,tone:outcome,HAS_TONE
record:r014_014,sentiment:positive,HAS_SENTIMENT
record:r014_014,climatelabel:governance,HAS_CLIMATE_LABEL
record:r014_014,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_015,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_015,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_015,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_015,aspect:governance,HAS_ASPECT
record:r014_015,esgpillar:g,HAS_PILLAR
record:r014_015,tone:outcome,HAS_TONE
record:r014_015,sentiment:positive,HAS_SENTIMENT
record:r014_015,climatelabel:governance,HAS_CLIMATE_LABEL
record:r014_015,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_016,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_016,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_016,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_016,aspect:climate_commitment,HAS_ASPECT
record:r014_016,esgpillar:e,HAS_PILLAR
record:r014_016,tone:commitment,HAS_TONE
record:r014_016,sentiment:neutral,HAS_SENTIMENT
record:r014_016,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r014_016,climatelabel:netzero_reduction,HAS_CLIMATE_LABEL
record:r014_016,climatelabel:climate_f,HAS_CLIMATE_LABEL
record:r014_017,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_017,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_017,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_017,aspect:climate_action,HAS_ASPECT
record:r014_017,esgpillar:e,HAS_PILLAR
record:r014_017,tone:action,HAS_TONE
record:r014_017,sentiment:positive,HAS_SENTIMENT
record:r014_017,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_017,climatelabel:metrics,HAS_CLIMATE_LABEL
record:r014_017,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_018,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_018,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_018,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_018,aspect:climate_action,HAS_ASPECT
record:r014_018,esgpillar:e,HAS_PILLAR
record:r014_018,tone:commitment,HAS_TONE
record:r014_018,sentiment:neutral,HAS_SENTIMENT
record:r014_018,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_018,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r014_019,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_019,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_019,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_019,aspect:climate_action,HAS_ASPECT
record:r014_019,esgpillar:e,HAS_PILLAR
record:r014_019,tone:outcome,HAS_TONE
record:r014_019,sentiment:positive,HAS_SENTIMENT
record:r014_019,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_019,climatelabel:metrics,HAS_CLIMATE_LABEL
record:r014_019,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_020,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_020,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_020,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_020,aspect:climate_action,HAS_ASPECT
record:r014_020,esgpillar:e,HAS_PILLAR
record:r014_020,tone:commitment,HAS_TONE
record:r014_020,sentiment:neutral,HAS_SENTIMENT
record:r014_020,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_020,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r014_021,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_021,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_021,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_021,aspect:climate_action,HAS_ASPECT
record:r014_021,esgpillar:e,HAS_PILLAR
record:r014_021,tone:outcome,HAS_TONE
record:r014_021,sentiment:positive,HAS_SENTIMENT
record:r014_021,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r014_021,climatelabel:metrics,HAS_CLIMATE_LABEL
record:r014_021,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_022,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_022,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_022,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_022,aspect:governance,HAS_ASPECT
record:r014_022,esgpillar:g,HAS_PILLAR
record:r014_022,tone:outcome,HAS_TONE
record:r014_022,sentiment:positive,HAS_SENTIMENT
record:r014_022,climatelabel:governance,HAS_CLIMATE_LABEL
record:r014_022,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r014_023,company:icr_sustainability_23_24,FROM_COMPANY
record:r014_023,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r014_023,prompt:tone_chain_of_thought_indonesian_md,USED_PROMPT
record:r014_023,aspect:governance,HAS_ASPECT
record:r014_023,esgpillar:g,HAS_PILLAR
record:r014_023,tone:outcome,HAS_TONE
record:r014_023,sentiment:positive,HAS_SENTIMENT
record:r014_023,climatelabel:governance,HAS_CLIMATE_LABEL
record:r014_023,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r025_000,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_000,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_000,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_000,aspect:komitmen_esg,HAS_ASPECT
record:r025_000,esgpillar:g,HAS_PILLAR
record:r025_000,tone:commitment,HAS_TONE
record:r025_000,sentiment:neutral,HAS_SENTIMENT
record:r025_000,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r025_000,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_001,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_001,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_001,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_001,aspect:optimasi_lingkungan,HAS_ASPECT
record:r025_001,esgpillar:e,HAS_PILLAR
record:r025_001,tone:action,HAS_TONE
record:r025_001,sentiment:neutral,HAS_SENTIMENT
record:r025_001,climatelabel:environmental_claims,HAS_CLIMATE_LABEL
record:r025_002,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_002,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_002,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_002,aspect:teknologi_ramah_lingkungan,HAS_ASPECT
record:r025_002,esgpillar:e,HAS_PILLAR
record:r025_002,tone:action,HAS_TONE
record:r025_002,sentiment:neutral,HAS_SENTIMENT
record:r025_002,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r025_002,climatelabel:metrics,HAS_CLIMATE_LABEL
record:r025_003,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_003,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_003,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_003,aspect:kerja_sama_energi_bersih,HAS_ASPECT
record:r025_003,esgpillar:e,HAS_PILLAR
record:r025_003,tone:action,HAS_TONE
record:r025_003,sentiment:positive,HAS_SENTIMENT
record:r025_003,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r025_003,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r025_003,climatelabel:opportunity,HAS_CLIMATE_LABEL
record:r025_004,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_004,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_004,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_004,aspect:komitmen_net_zero,HAS_ASPECT
record:r025_004,esgpillar:e,HAS_PILLAR
record:r025_004,tone:commitment,HAS_TONE
record:r025_004,sentiment:neutral,HAS_SENTIMENT
record:r025_004,climatelabel:netzero_reduction,HAS_CLIMATE_LABEL
record:r025_004,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r025_005,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_005,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_005,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_005,aspect:roadmap_karbon,HAS_ASPECT
record:r025_005,esgpillar:e,HAS_PILLAR
record:r025_005,tone:commitment,HAS_TONE
record:r025_005,sentiment:neutral,HAS_SENTIMENT
record:r025_005,climatelabel:climate_f,HAS_CLIMATE_LABEL
record:r025_005,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r025_006,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_006,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_006,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_006,aspect:pendekatan_karbon,HAS_ASPECT
record:r025_006,esgpillar:e,HAS_PILLAR
record:r025_006,tone:commitment,HAS_TONE
record:r025_006,sentiment:neutral,HAS_SENTIMENT
record:r025_006,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r025_007,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_007,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_007,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_007,aspect:konflik_kepentingan,HAS_ASPECT
record:r025_007,esgpillar:g,HAS_PILLAR
record:r025_007,tone:none,HAS_TONE
record:r025_007,sentiment:negative,HAS_SENTIMENT
record:r025_007,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_008,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_008,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_008,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_008,aspect:definisi_konflik_kepentingan,HAS_ASPECT
record:r025_008,esgpillar:g,HAS_PILLAR
record:r025_008,tone:none,HAS_TONE
record:r025_008,sentiment:neutral,HAS_SENTIMENT
record:r025_008,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_009,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_009,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_009,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_009,aspect:kebijakan_konflik_kepentingan,HAS_ASPECT
record:r025_009,esgpillar:g,HAS_PILLAR
record:r025_009,tone:commitment,HAS_TONE
record:r025_009,sentiment:neutral,HAS_SENTIMENT
record:r025_009,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_010,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_010,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_010,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_010,aspect:antikorupsi,HAS_ASPECT
record:r025_010,esgpillar:g,HAS_PILLAR
record:r025_010,tone:commitment,HAS_TONE
record:r025_010,sentiment:neutral,HAS_SENTIMENT
record:r025_010,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_011,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_011,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_011,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_011,aspect:penolakan_korupsi,HAS_ASPECT
record:r025_011,esgpillar:g,HAS_PILLAR
record:r025_011,tone:commitment,HAS_TONE
record:r025_011,sentiment:neutral,HAS_SENTIMENT
record:r025_011,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_012,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_012,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_012,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_012,aspect:implementasi_antikorupsi,HAS_ASPECT
record:r025_012,esgpillar:g,HAS_PILLAR
record:r025_012,tone:action,HAS_TONE
record:r025_012,sentiment:positive,HAS_SENTIMENT
record:r025_012,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_013,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_013,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_013,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_013,aspect:definisi_hukum_korupsi,HAS_ASPECT
record:r025_013,esgpillar:g,HAS_PILLAR
record:r025_013,tone:none,HAS_TONE
record:r025_013,sentiment:neutral,HAS_SENTIMENT
record:r025_013,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_014,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_014,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_014,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_014,aspect:kebijakan_antigratifikasi,HAS_ASPECT
record:r025_014,esgpillar:g,HAS_PILLAR
record:r025_014,tone:commitment,HAS_TONE
record:r025_014,sentiment:neutral,HAS_SENTIMENT
record:r025_014,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_015,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_015,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_015,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_015,aspect:kebijakan_antikorupsi,HAS_ASPECT
record:r025_015,esgpillar:g,HAS_PILLAR
record:r025_015,tone:commitment,HAS_TONE
record:r025_015,sentiment:neutral,HAS_SENTIMENT
record:r025_015,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_016,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_016,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_016,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_016,aspect:sertifikasi_smap,HAS_ASPECT
record:r025_016,esgpillar:g,HAS_PILLAR
record:r025_016,tone:action,HAS_TONE
record:r025_016,sentiment:neutral,HAS_SENTIMENT
record:r025_016,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_017,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_017,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_017,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_017,aspect:pedoman_smap,HAS_ASPECT
record:r025_017,esgpillar:g,HAS_PILLAR
record:r025_017,tone:action,HAS_TONE
record:r025_017,sentiment:neutral,HAS_SENTIMENT
record:r025_017,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_018,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_018,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_018,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_018,aspect:pemetaan_risiko_korupsi,HAS_ASPECT
record:r025_018,esgpillar:g,HAS_PILLAR
record:r025_018,tone:action,HAS_TONE
record:r025_018,sentiment:neutral,HAS_SENTIMENT
record:r025_018,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_019,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_019,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_019,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_019,aspect:identifikasi_risiko_korupsi,HAS_ASPECT
record:r025_019,esgpillar:g,HAS_PILLAR
record:r025_019,tone:outcome,HAS_TONE
record:r025_019,sentiment:negative,HAS_SENTIMENT
record:r025_019,climatelabel:metrics,HAS_CLIMATE_LABEL
record:r025_019,climatelabel:governance,HAS_CLIMATE_LABEL
record:r025_020,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r025_020,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r025_020,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r025_020,aspect:mitigasi_korupsi,HAS_ASPECT
record:r025_020,esgpillar:g,HAS_PILLAR
record:r025_020,tone:action,HAS_TONE
record:r025_020,sentiment:neutral,HAS_SENTIMENT
record:r025_020,climatelabel:governance,HAS_CLIMATE_LABEL
record:r027_000,company:best_sr_2024,FROM_COMPANY
record:r027_000,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r027_000,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r027_000,aspect:environmental_claims,HAS_ASPECT
record:r027_000,esgpillar:e,HAS_PILLAR
record:r027_000,tone:commitment,HAS_TONE
record:r027_000,sentiment:neutral,HAS_SENTIMENT
record:r027_000,climatelabel:climate_detection,HAS_CLIMATE_LABEL
record:r027_000,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r027_000,climatelabel:environmental_claims,HAS_CLIMATE_LABEL
