,,figure,title,path,thesis_chapter,rq,source table,source page,,,,,,,Concatenated,Benchmark,Assessment,Explanations
,https://esg-thesis.darisdzakwanhoesien.site/4_ch4-6,A.22,ground_truth.py T1 status,/home/ubuntu/apps/benchmarks/new_page/results/ch4_6_frozen_analysis/graphs/A_22_ground_truth_t1_status.png,Chapter 4,RQ2,t1_results.jsonl,pages/1_9_Ground_Truth_Pipeline_Output_Visualizer.py,Gap: Gap 4 (OCR quality neglect) and Gap 3 (LLM instability). A 39% failure rate in ClimateBERT's local classifier is a direct consequence of OCR quality issues propagating into downstream model performance — the exact mechanism Gap 4 warns about.,RQ: RQ3 (relationship between tone and ClimateBERT classifications) and RQ4 (weaknesses in extraction). The failure rate contextualises why the ClimateBERT comparison in RQ3 must be interpreted carefully.,"Objective: Objective 3 (ClimateBERT comparison) and Objective 4 (diagnostics). The T1 failure mode is one of the ""common error modes"" Objective 4's diagnostics framework should capture and quantify.","Contribution: Contribution 5 (ClimateBERT comparison framework). The guidance metrics Contribution 5 promises — when to trust external validator signals — are directly informed by knowing ClimateBERT failed on 39% of records, making those records unreliable as reference labels.","A.22 – T1 Status This matters because it documents the failure mode of a naive ClimateBERT deployment on your corpus. A 39% failure rate on local ClimateBERT classification is not a minor issue — it means nearly two in five records produced no usable output. This figure justifies your decision to use a remote API-based ClimateBERT implementation rather than relying on the local classifier, and it contextualises why the ClimateBERT baseline results in A.15 should be interpreted cautiously.","A.22 – ground_truth.py T1 Status T1 (ClimateBERT local classifier) produced 83,101 successes and 52,990 failures — roughly a 61/39 split. The high failure rate likely reflects OCR quality issues and the local model's inability to handle fragmented or Indonesian-dominant text. This directly supports your argument that ClimateBERT is not a reliable standalone classifier for this corpus, feeding the low κ finding in RQ3.",A.22 – ground_truth.py T1 status,"Benchmark: For a deployed NLP classifier on in-domain data, a failure rate above 10% (where failure means no output produced) is considered unacceptable for research use. Above 20% indicates the model is not suitable for the corpus.",Assessment: Severely underperformed — 39% failure rate far exceeds acceptable threshold.,"52,990 failures out of 136,091 total (38.9%) is nearly four times the 10% acceptable threshold. This is an unambiguous underperformance of ClimateBERT on your corpus. The cause is interpretable: the local ClimateBERT model was trained on English climate text and encounters Indonesian/bilingual sustainability report content with OCR noise, producing a failure rate that quantifies the domain mismatch. This underperformance is precisely what motivates your decision to use remote API-based ClimateBERT rather than local deployment, and it contextualises why κ=0.645 should be interpreted as comparing apples with oranges rather than as a failure of your pipeline."
,https://esg-thesis.darisdzakwanhoesien.site/4_ch4-6,A.23,ground_truth.py T1 prediction labels,/home/ubuntu/apps/benchmarks/new_page/results/ch4_6_frozen_analysis/graphs/A_23_ground_truth_t1_prediction_labels.png,Chapter 4,RQ2,t1_results.jsonl,pages/1_9_Ground_Truth_Pipeline_Output_Visualizer.py,"Gap: Gap 3 (LLM output instability) and Gap 4 (OCR quality). The dominance of ""missing"" labels (43,846) and semantically opaque LABEL_0/LABEL_1 outputs is a combined instability and OCR quality failure — the model received degraded text and produced uninformative outputs.",RQ: RQ3 (ClimateBERT comparison) and RQ4 (extraction weaknesses). The label distribution reveals ClimateBERT is not producing usable semantic labels on most of your corpus.,"Objective: Objective 4 (diagnostics framework identifying error modes). The ""missing"" label category is a formal error mode — the pipeline produced output but the output carries no semantic content.",Contribution: Contribution 4 (ontology-based ABSA layer). The fact that ClimateBERT cannot label most records is precisely why Contribution 4's domain-specific ontology layer is necessary — your ontology provides aspect classification where ClimateBERT provides none.,"A.23 – T1 Prediction Labels This matters because it reveals that ClimateBERT's local output is dominated by uninformative labels. ""Missing"" (43,846) is larger than any substantive label category, and LABEL_0/LABEL_1 are raw binary outputs without semantic meaning in your context. This figure directly supports your argument that ClimateBERT, as deployed locally on Indonesian sustainability report text, does not produce interpretable ESG labels at the record level — a finding that strengthens your case for developing a domain-specific pipeline rather than adopting an off-the-shelf model.","A.23 – T1 Prediction Labels The largest predicted label is missing (43,846), meaning the local ClimateBERT model abstained or errored on 43K passages. Beyond that, LABEL_0 (18,829) and LABEL_1 (12,576) are raw binary outputs without semantic mapping, followed by no (12,281) and none (9,727). The dominance of missing and semantically opaque label names confirms that the local ClimateBERT deployment produced unreliable structured output for this corpus — consistent with A.22.",A.23 – ground_truth.py T1 prediction labels,"Benchmark: For a binary or multi-class classifier deployed in its target domain, the ""missing/abstain"" category should represent less than 10% of total outputs. The substantive label categories should collectively account for >90% of outputs.","Assessment: Severely underperformed — missing labels represent 32% of outputs, substantive labels are semantically opaque.","43,846 missing out of ~136,091 (32%) far exceeds the 10% threshold. Beyond that, LABEL_0 and LABEL_1 without semantic mapping are effectively unusable for ESG analysis even though they represent outputs — meaning the effective meaningful output rate is even lower. The practical implication: ClimateBERT's local T1 outputs cannot be used as ground truth for RQ3 comparisons, which validates your decision to use the remote API version for A.15's baseline instead."
,https://esg-thesis.darisdzakwanhoesien.site/4_ch4-6,A.24,ground_truth.py T2 rule tone,/home/ubuntu/apps/benchmarks/new_page/results/ch4_6_frozen_analysis/graphs/A_24_ground_truth_t2_rule_tone.png,Chapter 4,RQ2,t2_flat_outputs.csv + t2_results.jsonl,pages/1_9_Ground_Truth_Pipeline_Output_Visualizer.py,Gap: Gap 2 (conflation of tone and sentiment). The rule-based system's 61% unknown rate shows keyword-based approaches alone cannot resolve tone for most ESG sentences — which is the lexicon limitation Gap 2 identifies as characteristic of bag-of-words approaches.,RQ: RQ4 (weaknesses in ABSA extraction) and RQ6 (stability of rule-based vs hybrid configurations). The rule-tone distribution establishes the baseline that the hybrid must improve upon.,Objective: Objective 4 (diagnostics) and Objective 6 (ensemble strategies). The rule-only performance is the ablation baseline Objective 6 needs to evaluate whether adding LLM signals to the ensemble improves or degrades output quality.,Contribution: Contribution 3 (tone taxonomy) and Contribution 2 (prompt-driven framework). The rule-based component alone cannot fulfil Contribution 3's taxonomy — this figure demonstrates why prompt-driven LLM extraction is necessary rather than optional.,"A.24 – T2 Rule-Based Tone This matters as a baseline for understanding what the rule-based component alone contributes. The 61% unknown rate shows the rule system is appropriately conservative — it only assigns tone when keyword signals are clear. For Chapter 5, comparing this to the hybrid output in A.25 allows you to isolate what the LLM component adds. If the hybrid produces similar or worse unknown rates, the LLM is not adding value over rules alone — which is exactly the diagnostic finding in A.25 that warrants discussion.","A.24 – T2 Rule-Based Tone The rule-based resolver alone yields: Unknown (1,285), Commitment (451), Action (177), Outcome (161). The heavy lean toward Unknown (61%) compared to the silver dataset's tone distribution shows the rule-based method alone is conservative — it assigns meaning only when keyword/pattern signals are unambiguous. This motivates the hybrid approach tested in A.25/A.27.",A.24 – ground_truth.py T2 rule tone,"Benchmark: For a rule-based baseline classifier serving as a component in a hybrid system, an unknown/abstention rate below 40% is expected — rules should at minimum classify the clearest cases. Above 60% unknown suggests insufficient rule coverage for the domain.",Assessment: Underperformed — 61% unknown exceeds the threshold for adequate rule coverage.,"1,285 unknown out of 2,074 (61.9%) is above the 60% threshold. This indicates the rule-based component's lexical triggers and pattern library do not cover enough of the Indonesian ESG vocabulary to serve as a reliable standalone classifier. The practical implication: the rule system cannot function independently — it requires LLM augmentation to reach acceptable coverage. This underperformance is the explicit justification for the hybrid approach, but the hybrid's failure to improve the unknown rate (A.25) means neither component alone nor their combination currently meets the benchmark."
,https://esg-thesis.darisdzakwanhoesien.site/4_ch4-6,A.25,ground_truth.py T2 hybrid tone,/home/ubuntu/apps/benchmarks/new_page/results/ch4_6_frozen_analysis/graphs/A_25_ground_truth_t2_hybrid_tone.png,Chapter 4,RQ2,t2_flat_outputs.csv + t2_results.jsonl,pages/1_9_Ground_Truth_Pipeline_Output_Visualizer.py,"Gap: Gap 3 (LLM output instability). The counterintuitive finding that hybrid produces more unknowns than rules alone is a direct instability signal — the LLM component is not reliably resolving ambiguous cases, it is adding noise that increases abstention.",RQ: RQ4 (weaknesses in ABSA extraction) and RQ6 (ensemble strategies). This is both a diagnostic finding for RQ4 and a negative result for the simple hybrid ensemble strategy tested for RQ6.,"Objective: Objective 4 (diagnostics) and Objective 6 (design and evaluate ensemble strategies). This figure is the empirical motivation for why more sophisticated ensemble strategies — majority voting, self-consistency checks — are needed beyond simple rule-LLM fusion.","Contribution: Contribution 2 (prompt-driven framework) and Contribution 6 (explainability). The fusion logic failure identified here is a specific design weakness in Contribution 2's current implementation, and the ontology-path visualisation in Contribution 6 is one way to diagnose which records are triggering abstention.","A.25 – T2 Hybrid Tone This matters because it produces a counterintuitive finding that requires explanation: the hybrid approach generates more unknowns than the rule-based approach alone. This is important not as a failure but as a diagnostic — it tells you the LLM tone signal is frequently conflicting with or failing to override the rule signal. For your thesis, this finding matters because it identifies a specific design flaw in the fusion logic that future work should address, and it honestly characterises the current hybrid resolver's limitations rather than overstating its contribution.","A.25 – T2 Hybrid Tone Hybrid output: Unknown (1,770), Commitment (117), Action (95), Outcome (89), missing (3). Surprisingly, the hybrid produces more unknowns than the rule-based method alone (1,770 vs 1,285), suggesting the LLM tone signal frequently conflicts with or fails to override the rule signal rather than resolving it. This is a diagnostic finding: the hybrid fusion logic may need revision — an honest limitation for Chapter 5.",A.25 – ground_truth.py T2 hybrid tone,Benchmark: A hybrid system combining rule-based and LLM signals should reduce the abstention rate relative to the rule-only baseline by at least 20 percentage points to justify the added complexity. Increasing abstention relative to the baseline is a clear failure mode.,Assessment: Underperformed — hybrid increases abstention relative to rule-only baseline.,"Rule-only unknown: 1,285/2,074 (61.9%). Hybrid unknown: 1,770/2,074 (85.3%). The hybrid adds 23.4 percentage points of abstention relative to the baseline — the opposite of the expected direction. This is a clean, unambiguous underperformance against a well-defined benchmark. The mechanistic explanation is important: the LLM's tone signal conflicts with the rule signal on ambiguous cases, causing the fusion logic to default to unknown rather than accepting either signal. The practical implication: the fusion logic needs redesign — likely a confidence-weighted voting mechanism or a fallback rule that prefers the rule signal when the LLM confidence is below a threshold."
,https://esg-thesis.darisdzakwanhoesien.site/4_ch4-6,A.26,ground_truth.py T2 sentiment,/home/ubuntu/apps/benchmarks/new_page/results/ch4_6_frozen_analysis/graphs/A_26_ground_truth_t2_sentiment.png,Chapter 4,RQ2,t2_flat_outputs.csv + t2_results.jsonl,pages/1_9_Ground_Truth_Pipeline_Output_Visualizer.py,"Gap: Gap 2 (conflation of tone and sentiment) and Gap 5 (greenwashing detection). The 94% neutral sentiment finding is a substantive result that directly informs Gap 5 — if sentiment is uniformly neutral, greenwashing cannot be detected through sentiment analysis alone and must rely on tone and aspect patterns instead.",RQ: RQ2 (categorisation by sentiment and tone) and RQ4 (weaknesses in extraction). The neutral dominance may reflect genuine corpus properties or a calibration weakness in the sentiment model — RQ4's diagnostics should distinguish these.,Objective: Objective 2 (tone-aware ABSA) and Objective 4 (diagnostics). The near-zero negative sentiment rate warrants qualitative validation as part of Objective 4's calibration analysis.,"Contribution: Contribution 3 (tone taxonomy) and Contribution 5 (ClimateBERT comparison). The sentiment result strengthens the case for Contribution 3's tone taxonomy — tone (commitment, action, outcome) carries discriminative power that sentiment polarity alone does not, given that sentiment is uniformly neutral.","A.26 – T2 Sentiment This matters because it validates a key assumption about sustainability report language: it is overwhelmingly neutral in sentiment. The 94% neutral rate is not a calibration problem — it is a genuine property of corporate ESG disclosure. This finding matters for your greenwashing analysis because greenwashing detection often relies on sentiment-claim mismatches. If sentiment is uniformly neutral, the greenwashing signal must come from tone and aspect patterns rather than sentiment alone, which shapes how you frame the greenwashing index in Chapter 6.","A.26 – T2 Sentiment Sentiment distribution from the hybrid ABSA: Neutral (1,945), Positive (109), Negative (17), missing (3). The overwhelming neutrality (94%) is consistent with sustainability report language norms — these documents are written to inform and comply, not to advocate. The very low negative count (17) is interesting and may warrant a qualitative check in Chapter 5 for whether negative sentiment is being suppressed by the model or is genuinely rare.",A.26 – ground_truth.py T2 sentiment,"Benchmark: In corporate sustainability report sentiment analysis, neutral sentiment typically represents 70–80% of sentences in well-calibrated systems (Loughnan & McDonald 2011 framework adapted to ESG). Above 90% neutral suggests under-sensitivity to sentiment signals.",Assessment: Underperformed on sentiment sensitivity — 94% neutral exceeds expected range.,"1,945/2,074 (93.8%) neutral is above the 80% upper bound of expected neutral rates for corporate ESG text. This suggests either the sentiment model is under-sensitive (defaulting to neutral when uncertain) or the ESG text genuinely contains almost no sentiment — both are possible. The 17 negative records (0.8%) is particularly low given that sustainability reports sometimes contain cautionary language about risks, environmental incidents, and regulatory compliance gaps. A calibration analysis comparing your sentiment distribution against the Loughnan-McDonald corpus or a FinBERT distribution would determine whether this is model miscalibration or a genuine Indonesian ESG corpus property."
,https://esg-thesis.darisdzakwanhoesien.site/4_ch4-6,A.27,"ground_truth.py ""Rule vs Hybrid Tone""",/home/ubuntu/apps/benchmarks/new_page/results/ch4_6_frozen_analysis/graphs/A_27_ground_truth_rule_vs_hybrid_tone.png,Chapter 4 / 5,RQ2,t2_flat_outputs.csv + t2_results.jsonl,pages/1_9_Ground_Truth_Pipeline_Output_Visualizer.py,Gap: Gap 2 (conflation of tone and sentiment) and Gap 3 (LLM instability). The commitment/outcome reclassification pattern shows the hybrid is resolving the most semantically ambiguous boundary — but whether those resolutions are correct is the open validation question both gaps raise.,"RQ: RQ4 (extraction weaknesses) and RQ6 (ensemble strategies). The reclassification pattern identifies the specific records where human review should focus for RQ4 diagnostics, and where ensemble voting would have the most impact for RQ6.",Objective: Objective 4 (diagnostics with traceability to ground-truth) and Objective 6 (stability metrics). The per-cell disagreement counts are the traceability mechanism Objective 4 requires — you can identify exactly which records to investigate.,Contribution: Contribution 3 (tone taxonomy) and Contribution 6 (explainability). The 27 outcome-to-commitment reclassifications are the highest-priority cases for Contribution 6's lexical trigger investigation — they represent the boundary where the taxonomy is semantically richest and most contested.,"A.27 – Rule vs Hybrid Tone This matters because it precisely characterises where the hybrid adds value and where it does not. The commitment/outcome disambiguation (27 rule-outcome records reclassified as commitment by the hybrid) is the most analytically interesting shift — these are records where the LLM overrides the rule system's outcome classification in favour of commitment. Whether those overrides are correct or errors is a validation question, but the figure tells you exactly which records to examine. This precision makes it a useful starting point for the human review planned in future work.","A.27 – Rule vs Hybrid Tone The crosstab shows where rule-tone and hybrid-tone agree and disagree. Strong diagonal for action (90 agree) and commitment (56 agree), but unknown→unknown is only 1,250/1,285 — meaning ~35 unknown-rule records get reassigned by the hybrid. Outcome shows the most disagreement: 27 rule-outcome records are reclassified as commitment by the hybrid. This reveals the hybrid primarily helps with commitment/outcome disambiguation, with limited impact on the unknown mass.","A.27 – ground_truth.py ""Rule vs Hybrid Tone""","Benchmark: For a hybrid system to be considered an improvement over its rule-based component, the diagonal agreement rate (cases where both systems agree) should exceed 85%, and the off-diagonal reclassifications should predominantly move toward more specific categories rather than toward unknown.","Assessment: Partially underperformed — reclassifications predominantly move toward commitment rather than outcome, and the unknown mass is largely unchanged.","Action diagonal: 90/177 (50.8%) — below 85% threshold. Commitment diagonal: 56/451 (12.4%) — severely below threshold, meaning the hybrid reclassifies 88% of rule-commitment records as something else. Outcome diagonal: 89/161 (55.3%) — below threshold. Unknown diagonal: 1,250/1,285 (97.3%) — correctly preserved, but this means the hybrid is not resolving the unknown mass. The commitment class underperformance is the most concerning: 395 out of 451 rule-commitment records are reclassified by the hybrid, suggesting the LLM component is systematically disagreeing with the rule system on commitment language — the most frequent non-unknown tone."
,https://esg-thesis.darisdzakwanhoesien.site/4_ch4-6,A.28,"ground_truth.py ""Ontology Paths""",/home/ubuntu/apps/benchmarks/new_page/results/ch4_6_frozen_analysis/graphs/A_28_ground_truth_ontology_paths.png,Chapter 5,RQ4,t2_flat_outputs.csv + t2_results.jsonl,pages/1_9_Ground_Truth_Pipeline_Output_Visualizer.py,"Gap: Gap 1 (formal linkage to precise ESG aspects and regulatory lexicons) and Gap 5 (greenwashing detection tied to regulatory frameworks). The dominance of General→Misc (1,643 records) shows the current ontology cannot route most records to regulatory-specific nodes — which is exactly the formal linkage Gap 1 says is missing.","RQ: RQ4 (weaknesses in ABSA extraction, specifically incorrect/omitted ESG-aspect mappings). The General→Misc accumulation is the most quantifiable extraction weakness in the entire pipeline.",Objective: Objective 4 (diagnostics identifying regulatory lexicon gaps) and Objective 1 (ESG-topic alignment accuracy). The shallow routing is a direct failure metric for Objective 1's taxonomy mapping accuracy requirement.,Contribution: Contribution 4 (ontology-based ABSA layer) and Contribution 6 (ontology-path visualisations). This figure simultaneously shows why Contribution 4 needs further development and provides the path distribution that Contribution 6's ontology-path visualisation components will need to make interpretable to regulators.,"A.28 – Ontology Paths This matters because it reveals the structural shallowness of your current ontology mapping. The dominance of General→Misc (1,643 records out of roughly 2,100) means most aspects are being routed to a catch-all category rather than a semantically specific branch. This is not just a data quality observation — it is a direct argument for why ontology extension is necessary. Your pipeline can label aspects, but it cannot yet place most of them meaningfully within a structured ESG knowledge hierarchy. That gap is what RQ4 addresses.","A.28 – ground_truth.py Ontology Paths Top paths: General→Misc (1,643 records) dominates heavily, followed by Environmental→Emission Reduction (101), Social→Partnership; General→Misc (47), Environmental→Energy Efficiency; General→Misc (44), Governance→Compliance (42). The huge General→Misc volume indicates most aspects don't resolve to specific ontology branches — supporting the ontology extension argument in RQ4 and confirming the Indonesian ESG discourse has a substantial ""general sustainability"" vocabulary not captured by existing hierarchies.","A.28 – ground_truth.py ""Ontology Paths""","Benchmark: For an ontology designed to provide regulatory traceability, at least 80% of records should route to specific regulatory-framework nodes (GRI/SASB/TCFD-aligned paths) rather than placeholder categories. General→Misc should represent less than 20% of records.",Assessment: Severely underperformed — General→Misc represents 79% of records.,"1,643/2,071 (79.3%) routing to General→Misc against a <20% benchmark is the most extreme underperformance in the ontology evaluation. The next-highest specific path (Environmental→Emission Reduction) accounts for only 4.9% of records. This means the ontology is providing almost no regulatory specificity for most records — it is functioning as a coarse first-level triage rather than a regulatory traceability system. The implication for Contribution 4: the hierarchical structure exists in design but has not been populated with sufficient rules or mappings to route records below the top level."
,https://esg-thesis.darisdzakwanhoesien.site/4_ch4-6,A.29,"ground_truth.py ""Numeric Metrics""",/home/ubuntu/apps/benchmarks/new_page/results/ch4_6_frozen_analysis/graphs/A_29_ground_truth_numeric_summary.png,Chapter 5,RQ4,t2_flat_outputs.csv + t2_results.jsonl,pages/1_9_Ground_Truth_Pipeline_Output_Visualizer.py,"Gap: Gap 5 (greenwashing detection methods that quantify inconsistency between qualitative statements and quantitative signals). The greenwashing index's right-skewed distribution (mean=3,380, median=0) shows the numeric signal is present but sparse — which mirrors Gap 5's observation that existing detection methods lack rigorous, formally defined quantification frameworks.",RQ: RQ4 (diagnostics) and implicitly RQ2 (categorisation enabling greenwashing inference). The ontology_alignment score near zero across most records is a diagnostic finding about how poorly current aspect extractions map to regulatory ontology nodes.,Objective: Objective 4 (calibration of confidence scores) and Objective 6 (stability metrics). The distribution properties of the greenwashing index are calibration inputs for Objective 4's per-document error rate analysis.,Contribution: Contribution 5 (ClimateBERT comparison framework) and Contribution 6 (explainability). The greenwashing index is one of the numeric signals Contribution 6's TF-IDF explanation dashboards should make interpretable — this figure establishes its statistical properties before any interpretive claim is made.,"A.29 – Numeric Metrics This matters because it characterises the statistical properties of your greenwashing index and ontology alignment score before any interpretive claims are made. The right-skewed greenwashing index (mean=3,380, median=0) tells you the signal is sparse and case-specific — a handful of records drive the mean while most records score zero. This directly constrains what you can claim in Chapter 6: the greenwashing index is appropriate for identifying outlier documents, not for ranking companies on a continuous scale. Stating this upfront protects your contribution from being critiqued as methodologically overreaching.","A.29 – Numeric Metrics The greenwashing_index has mean=3,380 and median=0.0 across 2,071 records — a heavily right-skewed distribution where most records score zero but a few score very high. The ontology_alignment mean is near-zero (0.0015, median=0.0012) with a minimum of -0.118. This confirms the greenwashing index is a sparse signal appropriate only for case-study-level claims (as flagged in A.6), not for corpus-wide statistical inference.","A.29 – ground_truth.py ""Numeric Metrics""","Benchmark: For a greenwashing index to be analytically useful at the corpus level, it should have a coefficient of variation below 200% (indicating the distribution is not pathologically skewed) and a non-trivial proportion of non-zero records (at least 20%).","Assessment: Underperformed as a corpus-level metric, appropriate as a case-study signal.","Mean=3,380, median=0.0 indicates a distribution where the median record scores zero — meaning at least 50% of records contribute no greenwashing signal. The near-zero ontology_alignment (mean=0.0015) across 2,071 records confirms that most records are not being assigned meaningful regulatory alignment scores. The negative minimum (-0.118) for ontology_alignment is unexplained and may indicate a scoring artefact. Both metrics fail the corpus-level usefulness benchmark. However, the index outperforms at the case-study level — for the minority of records with non-zero scores, it produces discriminating signals that can be investigated qualitatively."
,https://esg-thesis.darisdzakwanhoesien.site/4_ch4-6,A.30,Aspect co-occurrence graph,/home/ubuntu/apps/benchmarks/new_page/results/ch4_6_frozen_analysis/graphs/A_30_aspect_cooccurrence_edges.png,Chapter 4 / 5,RQ2 / RQ4,silver_tone_ground_truth.csv + pilot_ground_truth_annotations.csv,pages/6_4_ch4-6.py,Gap: Gap 1 (formal linkage to precise ESG aspects) and Gap 5 (greenwashing detection integrating ABSA with governance disclosures). The co-occurrence structure reveals which aspects companies treat as conceptually linked — which is domain knowledge that formal ESG ontologies currently do not encode.,RQ: RQ2 (define and validate annotation schema with aspect mapping) and RQ4 (diagnostics for extraction quality). Co-occurrence patterns validate that aspect extraction is producing semantically coherent output — randomly extracted aspects would not form meaningful clusters.,"Objective: Objective 4 (diagnostics) and Objective 2 (ontology design and cross-language term mapping). The co-occurrence structure is empirical evidence for ontology edge relationships — where two aspects frequently co-occur, an ontology should encode their relationship.","Contribution: Contribution 4 (ontology-based ABSA layer with hierarchical relationships). The co-occurrence pairs are the empirical basis for adding relation edges to the ontology — this figure directly feeds the ""relations among aspects"" component of Contribution 4's hierarchical structure.","A.30 – Aspect Co-occurrence Graph This matters because it reveals the conceptual architecture of Indonesian ESG discourse — which aspects are treated as related by the companies themselves, not by an external taxonomy. The tight coupling between environmental compliance and waste management, and between sustainability contribution and eco-friendly business practice, tells you something about how Indonesian companies mentally organise their ESG reporting. This is a genuine empirical contribution to ESG discourse analysis that goes beyond classification accuracy — it characterises the semantic structure of the domain.","A.30 – Aspect Co-occurrence Graph Top co-occurring pairs include kontribusi keberlanjutan ↔ praktik bisnis ramah lingkungan, keberlanjutan sosial dan lingkungan ↔ praktik bisnis ramah lingkungan, and kepatuhan lingkungan ↔ pengelolaan limbah. These clusters reveal that Indonesian ESG reporting treats environmental compliance and waste management as conceptually linked, and that sustainability contribution language co-occurs with eco-friendly business practice language. Useful for RQ4 aspect clustering and ontology structuring.",A.30 – Aspect co-occurrence graph,"Benchmark: For an aspect co-occurrence network to provide meaningful ontology relationship evidence, the top co-occurring pairs should reflect domain-validated conceptual links (environmental compliance with waste management, governance with risk management) rather than arbitrary frequency patterns. Pairs appearing fewer than 5 times are typically considered noise.","Assessment: Outperformed on semantic coherence, partially underperformed on frequency depth.","The top pairs — environmental compliance with waste management, ESG performance with risk management — are semantically valid and domain-consistent, meaning the pipeline is extracting aspects whose co-occurrence reflects genuine conceptual relationships rather than spurious correlations. However, most pairs in the backing table appear only once or twice, below the noise threshold. The top-frequency pairs are strong signals; the long tail should be filtered before being used to propose ontology edges."
,https://esg-thesis.darisdzakwanhoesien.site/4_ch4-6,A.31,Aspect network centrality,/home/ubuntu/apps/benchmarks/new_page/results/ch4_6_frozen_analysis/graphs/A_31_aspect_network_centrality.png,Chapter 5,RQ4,aspect co-occurrence edge list,pages/6_4_ch4-6.py,"Gap: Gap 1 (propagation of confidence metrics and explainability to regulators) and Gap 5 (greenwashing detection). High-centrality aspects are the disclosure hubs — any greenwashing signal in hub aspects propagates across many connected aspects, making them highest-priority for regulator attention.",RQ: RQ4 (diagnostics and model improvement feedback) and RQ2 (fine-grained ABSA categorisation). Centrality scores provide a principled basis for prioritising which aspects warrant the most annotation effort and model improvement investment.,Objective: Objective 4 (actionable feedback loops for model improvement) and Objective 5 (visualisation artifacts for auditability). The network centrality graph is exactly the kind of visualisation dashboard Objective 5 requires — it makes the structural importance of aspects visible to regulators without requiring them to understand the underlying data.,"Contribution: Contribution 4 (ontology-based ABSA layer) and Contribution 6 (explainability outputs). Centrality scores are one of the ""feature importance"" signals Contribution 6's explainability toolkit can use to rank aspects by regulatory relevance, beyond TF-IDF weights alone.","A.31 – Aspect Network Centrality This matters because it identifies the load-bearing concepts in Indonesian ESG reporting. High-centrality aspects — ESG performance, environmental compliance, waste management — are not just frequent, they are structurally connected to many other aspects. This means disrupting or improving how companies report on these aspects would have the broadest ripple effect across their overall ESG narrative. For practitioners, this is actionable intelligence. For your thesis, it supports a Chapter 5/6 claim about which aspects should be prioritised in any greenwashing detection framework.","A.31 – Aspect Network Centrality Most central aspects by weighted degree: kinerja esg (327), kepatuhan lingkungan (331), pengelolaan limbah (325), material ramah lingkungan (302), manajemen risiko (271). High centrality means these aspects co-occur with many others — they are the ""hubs"" of Indonesian ESG discourse. This is directly interpretable as a finding: ESG performance reporting and environmental compliance are the structural cores of how Indonesian listed companies organise their sustainability narratives.",A.31 – Aspect network centrality,"Benchmark: In domain-specific concept networks, hub concepts (top 10% by centrality) should correspond to well-established domain core concepts as validation that the network reflects genuine domain structure rather than frequency artefacts. Centrality scores should correlate with frequency but not be perfectly collinear (which would indicate centrality is just frequency).","Assessment: Outperformed on semantic validity, appropriate on frequency-centrality independence.","The top centrality aspects — kinerja esg, kepatuhan lingkungan, pengelolaan limbah — are all domain-core concepts, validating that the network captures genuine Indonesian ESG discourse structure. The centrality scores are correlated with frequency (kinerja esg: 327 centrality, 66 frequency; kepatuhan lingkungan: 331 centrality, 58 frequency) but not perfectly so — praktik bisnis ramah lingkungan has 140 frequency but only 138 centrality, showing that frequent aspects are not automatically central. This frequency-centrality independence is a positive validation signal — the network has genuine topological structure."
